"","H9.1","H9.2","H9.3","OB.1","OB.2","OB.3","WT.1","WT.2","WT.3"
"1451638_s_at",8.413746,8.549547,8.654793,8.752819,8.56006,8.513381,8.623208,8.847745,8.485884
"1451639_at",7.391212,7.431048,7.306232,7.815363,7.529816,7.421525,7.418019,7.755404,7.375068
"1451640_a_at",6.216136,5.714253,6.081156,6.16762,6.081156,5.970909,6.15244,5.577071,6.047613
"1451641_at",6.67913,6.801897,6.777273,6.779944,6.969621,6.915673,6.98222,7.167913,6.892173
"1451642_at",4.370409,4.360843,4.16662,4.187429,4.817738,4.405975,4.150373,4.459716,4.370409
"1451643_a_at",7.091604,7.116064,7.113896,7.213658,6.954504,7.115342,7.210248,6.853319,7.102359
"1451644_a_at",6.390778,6.47831,7.4124,6.509763,6.713726,6.820454,6.527379,6.043067,6.008593
"1451645_at",6.620962,6.637742,6.565918,6.501143,6.595,6.669362,6.719668,6.781638,6.664852
"1451646_at",4.898975,4.942053,4.741695,4.939263,5.025717,4.974964,4.980193,4.77173,5.06225
"1451647_at",2.503873,2.289123,2.503873,2.568124,2.408911,2.592968,2.503873,2.620937,2.443814
"1451648_a_at",8.129394,8.45608,8.194798,8.687945,8.365157,8.246975,8.187174,8.384923,7.697662
"1451649_a_at",7.190025,7.028379,7.120317,7.066321,7.035562,7.042784,7.228959,7.62546,7.267705
"1451650_at",6.536415,6.575309,6.595966,6.529964,6.811919,6.509848,6.868881,6.621882,6.673365
"1451651_at",10.41011,10.35134,10.10093,10.40369,10.41764,10.17245,10.1164,10.30399,9.893987
"1451652_a_at",8.406651,8.349234,8.545797,8.495769,8.406651,8.464174,8.33928,8.339138,8.411821
"1451653_a_at",4.662968,4.154745,4.278994,4.278994,4.31097,3.999221,4.278994,4.278994,4.37743
"1451654_x_at",7.579053,7.629428,7.278284,7.805661,7.506946,7.41243,7.56071,8.031869,7.56071
"1451655_at",5.421674,5.417058,5.688697,5.702822,5.738024,5.516398,5.472661,5.673044,5.313514
"1451656_at",4.970552,4.974964,4.926339,4.831642,4.970552,5.021789,5.051676,4.970552,5.072192
"1451657_a_at",5.271373,5.179248,5.140859,5.271373,5.271373,5.394469,5.362052,5.271373,5.426143
"1451658_a_at",3.770491,4.218039,3.922739,3.959016,4.1641,4.061936,4.00683,3.370418,4.039414
"1451659_at",4.207523,4.086131,4.279454,4.372394,4.241087,4.201041,4.207523,3.757677,4.098137
"1451660_a_at",3.218997,3.227163,3.227163,3.227163,3.227163,3.245619,3.227163,3.283021,3.165838
"1451661_at",3.173956,2.96498,3.38338,3.20101,3.102942,3.24899,3.158612,3.130862,3.23584
"1451662_x_at",3.271874,3.220284,3.220284,2.987337,3.356679,3.061711,3.157702,3.281543,3.220284
"1451663_a_at",6.668964,6.746296,6.619457,6.624806,6.742102,6.783384,6.720892,6.846954,6.65657
"1451664_x_at",3.661169,3.630989,3.528558,3.721161,3.721161,3.629831,3.705468,3.892647,3.762255
"1451665_a_at",7.528948,7.490617,7.493619,8.134884,7.751516,7.961694,7.723618,7.778097,7.804931
"1451666_at",10.73415,11.6243,12.12561,10.74227,11.47408,11.39726,11.20445,11.69263,10.75565
"1451667_at",4.866699,4.596739,4.662968,4.756486,4.56322,4.578181,4.515416,4.822802,4.662968
"1451668_at",7.049077,7.092501,7.078232,7.133979,7.284763,7.120317,7.252871,6.980455,7.224745
"1451669_at",10.59981,10.17591,10.75861,10.37599,10.63812,10.49109,10.4712,10.39041,10.31497
"1451670_at",5.421437,4.962382,5.061081,4.799402,5.06704,5.061081,5.147239,4.460279,5.393442
"1451671_at",6.98273,6.915431,7.005242,6.99181,7.230322,7.161731,7.133789,7.005242,6.805608
"1451672_at",6.763102,6.804593,6.748676,6.662477,6.766998,6.731747,6.894361,6.910074,6.682652
"1451673_at",3.153547,3.283798,3.147489,3.365625,3.153547,3.094206,3.118174,3.421045,3.05415
"1451674_at",5.38412,5.185211,5.258949,5.254399,5.357698,5.357698,5.248565,5.511904,5.357698
"1451675_a_at",7.804783,8.480468,7.359433,7.114468,6.754063,6.877913,7.867229,8.044661,7.005242
"1451676_at",8.6924,8.826377,8.71989,9.038723,8.6924,8.667529,8.802875,8.403565,8.735664
"1451677_at",5.211569,5.77674,5.728964,5.895624,5.468728,5.88317,5.738314,5.88317,5.539993
"1451678_at",7.637089,7.922554,7.714393,8.058278,7.847565,8.222285,8.060593,7.907044,7.778875
"1451679_at",2.558637,2.786635,2.580235,2.598432,2.559179,2.51763,2.586563,2.565198,2.503873
"1451680_at",6.344185,6.361576,6.423263,6.37927,6.322863,6.367039,6.387677,5.839175,6.324318
"1451681_at",12.30633,11.96868,11.98952,12.18399,12.19245,12.2154,12.18399,12.23131,12.16167
"1451682_at",3.247173,3.506953,3.281275,3.306642,3.264472,3.420257,3.085052,3.243901,3.209347
"1451683_x_at",9.48233,9.716589,9.611158,9.522112,9.630564,9.77344,9.451489,9.31144,9.471945
"1451684_a_at",3.262993,3.347924,3.418709,3.347924,3.168033,3.43987,3.401265,3.347924,3.245619
"1451685_at",4.094501,4.027197,3.824818,3.988892,3.912003,3.759214,3.950254,3.666384,4.137988
"1451686_x_at",5.595615,5.678164,5.722292,5.64154,5.595615,5.607593,5.381798,5.595615,5.434564
"1451687_a_at",6.82278,6.716067,6.967445,6.485354,6.611192,6.763895,6.846979,7.12047,6.82278
"1451688_s_at",5.374088,5.423578,5.176364,5.36325,5.374088,5.38914,5.241464,5.335005,5.491312
"1451689_a_at",5.802898,5.734544,5.734544,5.734544,5.692471,5.574984,5.74006,5.74006,5.657098
"1451690_a_at",2.988139,3.076704,3.076704,3.194758,2.874197,2.921373,3.273203,3.201275,3.168474
"1451691_at",3.236218,3.106088,2.957884,2.973702,2.808867,2.973702,2.973702,2.973702,2.973702
"1451692_at",6.755175,6.567096,6.637742,6.757571,6.343559,6.745612,6.732893,6.66614,6.584937
"1451693_a_at",3.596379,3.386683,3.502776,3.645338,3.44068,3.502776,3.448339,3.261336,3.502776
"1451694_at",3.588405,3.591677,3.627947,3.661017,3.627947,3.761626,3.347924,3.627947,3.695954
"1451695_a_at",11.38943,11.50551,11.31543,11.76758,11.18236,11.24853,11.47915,11.45522,11.37402
"1451696_at",3.133715,3.148396,3.11822,3.164242,3.18138,3.082096,2.811864,3.587978,2.873156
"1451697_a_at",4.974964,5.072281,4.974964,4.953034,5.040743,4.951095,4.974964,4.877898,4.939103
"1451698_at",2.912045,2.912045,2.921461,3.051912,2.830144,2.912045,2.678865,3.199893,3.113121
"1451699_at",2.821277,2.913118,2.9361,3.229889,2.779775,2.760729,3.074038,3.266066,2.975459
"1451700_a_at",7.230854,7.320286,7.172394,7.58846,7.341989,7.384078,7.34836,7.141527,7.284351
"1451701_x_at",9.83573,9.743869,9.83573,10.02116,10.20745,10.13511,9.792702,9.071398,9.704595
"1451702_at",2.89062,2.912045,2.956986,3.013278,3.064171,2.974914,3.061084,2.956986,2.788475
"1451703_s_at",8.513015,8.947132,8.692787,8.819607,8.620661,8.50495,8.824484,8.571114,8.674492
"1451704_at",3.064111,3.064111,2.950365,3.173956,2.881968,3.064111,3.006935,2.923168,3.064111
"1451705_a_at",2.812009,3.094607,3.094607,3.120846,2.989526,2.814169,2.973702,2.797939,3.185535
"1451706_a_at",2.984215,2.923557,3.037829,3.163995,2.984215,3.037829,3.123135,3.159605,2.978943
"1451707_s_at",4.261603,4.133615,4.259101,4.278994,4.357762,4.320377,4.243481,4.318877,4.210726
"1451708_at",3.636945,3.762089,3.569752,3.881681,3.601522,3.601522,3.636945,3.692917,3.612113
"1451709_at",3.169376,3.179423,2.994421,3.080674,3.022151,3.404752,3.238653,2.774298,3.190711
"1451710_at",4.025659,3.726664,3.938261,3.852807,4.028284,3.963927,3.81559,3.683283,3.852807
"1451711_at",4.305154,4.321934,4.051796,4.278994,4.041326,4.345283,4.222484,4.242096,4.274444
